,epsilon,g,gamma_hot,gamma_cold,temperature_hot,temperature_cold,concurrence
392,1,0.02,0.001,0.1,39.300000000000004,0.01,0.054322528183771895
393,1,0.02,0.001,0.1,39.400000000000006,0.01,0.05416689325403085
394,1,0.02,0.001,0.1,39.50000000000001,0.01,0.05401147421283105
395,1,0.02,0.001,0.1,39.6,0.01,0.05385627168262395
396,1,0.02,0.001,0.1,39.7,0.01,0.05370128627062327
397,1,0.02,0.001,0.1,39.800000000000004,0.01,0.053546518569023205
398,1,0.02,0.001,0.1,39.900000000000006,0.01,0.05339196915521321
399,1,0.02,0.001,0.1,40.00000000000001,0.01,0.053237638591990495
400,1,0.02,0.001,0.1,40.1,0.01,0.05308352742776872
401,1,0.02,0.001,0.1,40.2,0.01,0.052929636196786006
402,1,0.02,0.001,0.1,40.300000000000004,0.01,0.052775965419303635
403,1,0.02,0.001,0.1,40.400000000000006,0.01,0.052622515601811415
404,1,0.02,0.001,0.1,40.50000000000001,0.01,0.05246928723722219
405,1,0.02,0.001,0.1,40.6,0.01,0.05231628080506734
406,1,0.02,0.001,0.1,40.7,0.01,0.05216349677168658
407,1,0.02,0.001,0.1,40.800000000000004,0.01,0.052010935590421845
408,1,0.02,0.001,0.1,40.900000000000006,0.01,0.051858597701798695
409,1,0.02,0.001,0.1,41.00000000000001,0.01,0.05170648353371138
410,1,0.02,0.001,0.1,41.1,0.01,0.05155459350160703
411,1,0.02,0.001,0.1,41.2,0.01,0.05140292800866127
412,1,0.02,0.001,0.1,41.300000000000004,0.01,0.05125148744595405
413,1,0.02,0.001,0.1,41.400000000000006,0.01,0.05110027219264542
414,1,0.02,0.001,0.1,41.50000000000001,0.01,0.05094928261614608
415,1,0.02,0.001,0.1,41.6,0.01,0.05079851907228347
416,1,0.02,0.001,0.1,41.7,0.01,0.05064798190547414
417,1,0.02,0.001,0.1,41.800000000000004,0.01,0.05049767144888176
418,1,0.02,0.001,0.1,41.900000000000006,0.01,0.05034758802458074
419,1,0.02,0.001,0.1,42.00000000000001,0.01,0.0501977319437186
420,1,0.02,0.001,0.1,42.1,0.01,0.05004810350666872
421,1,0.02,0.001,0.1,42.2,0.01,0.049898703003189444
422,1,0.02,0.001,0.1,42.300000000000004,0.01,0.0497495307125745
423,1,0.02,0.001,0.1,42.400000000000006,0.01,0.04960058690380436
424,1,0.02,0.001,0.1,42.50000000000001,0.01,0.0494518718356963
425,1,0.02,0.001,0.1,42.6,0.01,0.04930338575704876
426,1,0.02,0.001,0.1,42.7,0.01,0.04915512890678616
427,1,0.02,0.001,0.1,42.800000000000004,0.01,0.04900710151410531
428,1,0.02,0.001,0.1,42.900000000000006,0.01,0.04885930379861032
429,1,0.02,0.001,0.1,43.00000000000001,0.01,0.04871173597045475
430,1,0.02,0.001,0.1,43.1,0.01,0.04856439823047843
431,1,0.02,0.001,0.1,43.2,0.01,0.04841729077034049
432,1,0.02,0.001,0.1,43.300000000000004,0.01,0.04827041377265433
433,1,0.02,0.001,0.1,43.400000000000006,0.01,0.04812376741111517
434,1,0.02,0.001,0.1,43.50000000000001,0.01,0.04797735185063581
435,1,0.02,0.001,0.1,43.6,0.01,0.04783116724746779
436,1,0.02,0.001,0.1,43.7,0.01,0.047685213749329755
437,1,0.02,0.001,0.1,43.800000000000004,0.01,0.047539491495531445
438,1,0.02,0.001,0.1,43.900000000000006,0.01,0.047394000617098433
439,1,0.02,0.001,0.1,44.00000000000001,0.01,0.04724874123688655
440,1,0.02,0.001,0.1,44.1,0.01,0.04710371346970766
441,1,0.02,0.001,0.1,44.2,0.01,0.04695891742244264
442,1,0.02,0.001,0.1,44.300000000000004,0.01,0.04681435319416017
443,1,0.02,0.001,0.1,44.400000000000006,0.01,0.046670020876228804
444,1,0.02,0.001,0.1,44.50000000000001,0.01,0.04652592055242891
445,1,0.02,0.001,0.1,44.6,0.01,0.046382052299066945
446,1,0.02,0.001,0.1,44.7,0.01,0.04623841618508201
447,1,0.02,0.001,0.1,44.800000000000004,0.01,0.046095012272155594
448,1,0.02,0.001,0.1,44.900000000000006,0.01,0.04595184061481783
449,1,0.02,0.001,0.1,45.00000000000001,0.01,0.045808901260552023
450,1,0.02,0.001,0.1,45.1,0.01,0.045666194249898845
451,1,0.02,0.001,0.1,45.2,0.01,0.04552371961655957
452,1,0.02,0.001,0.1,45.300000000000004,0.01,0.045381477387494984
453,1,0.02,0.001,0.1,45.400000000000006,0.01,0.04523946758302637
454,1,0.02,0.001,0.1,45.50000000000001,0.01,0.04509769021693347
455,1,0.02,0.001,0.1,45.6,0.01,0.044956145296551134
456,1,0.02,0.001,0.1,45.7,0.01,0.04481483282286546
457,1,0.02,0.001,0.1,45.800000000000004,0.01,0.044673752790606557
458,1,0.02,0.001,0.1,45.900000000000006,0.01,0.04453290518834359
459,1,0.02,0.001,0.1,46.00000000000001,0.01,0.04439228999857471
460,1,0.02,0.001,0.1,46.1,0.01,0.04425190719781842
461,1,0.02,0.001,0.1,46.2,0.01,0.0441117567567043
462,1,0.02,0.001,0.1,46.300000000000004,0.01,0.043971838640057506
463,1,0.02,0.001,0.1,46.400000000000006,0.01,0.04383215280698783
464,1,0.02,0.001,0.1,46.50000000000001,0.01,0.043692699210975905
465,1,0.02,0.001,0.1,46.6,0.01,0.04355347779995744
466,1,0.02,0.001,0.1,46.7,0.01,0.0434144885164055
467,1,0.02,0.001,0.1,46.800000000000004,0.01,0.04327573129741325
468,1,0.02,0.001,0.1,46.900000000000006,0.01,0.043137206074776904
469,1,0.02,0.001,0.1,47.00000000000001,0.01,0.04299891277507337
470,1,0.02,0.001,0.1,47.1,0.01,0.04286085131974063
471,1,0.02,0.001,0.1,47.2,0.01,0.042723021625153984
472,1,0.02,0.001,0.1,47.300000000000004,0.01,0.04258542360270624
473,1,0.02,0.001,0.1,47.400000000000006,0.01,0.0424480571588809
474,1,0.02,0.001,0.1,47.50000000000001,0.01,0.04231092219532823
475,1,0.02,0.001,0.1,47.6,0.01,0.042174018608938456
476,1,0.02,0.001,0.1,47.7,0.01,0.042037346291913615
477,1,0.02,0.001,0.1,47.800000000000004,0.01,0.04190090513184311
478,1,0.02,0.001,0.1,47.900000000000006,0.01,0.04176469501177061
479,1,0.02,0.001,0.1,48.00000000000001,0.01,0.04162871581026667
480,1,0.02,0.001,0.1,48.1,0.01,0.041492967401495454
481,1,0.02,0.001,0.1,48.2,0.01,0.04135744965528719
482,1,0.02,0.001,0.1,48.300000000000004,0.01,0.04122216243719863
483,1,0.02,0.001,0.1,48.400000000000006,0.01,0.041087105608585486
484,1,0.02,0.001,0.1,48.50000000000001,0.01,0.04095227902666679
485,1,0.02,0.001,0.1,48.6,0.01,0.04081768254458514
486,1,0.02,0.001,0.1,48.7,0.01,0.04068331601147686
487,1,0.02,0.001,0.1,48.800000000000004,0.01,0.04054917927252927
488,1,0.02,0.001,0.1,48.900000000000006,0.01,0.04041527216904595
489,1,0.02,0.001,0.1,49.00000000000001,0.01,0.04028159453850651
490,1,0.02,0.001,0.1,49.1,0.01,0.04014814621462935
491,1,0.02,0.001,0.1,49.2,0.01,0.040014927027428406
492,1,0.02,0.001,0.1,49.300000000000004,0.01,0.039881936803271734
493,1,0.02,0.001,0.1,49.400000000000006,0.01,0.039749175364942525
494,1,0.02,0.001,0.1,49.50000000000001,0.01,0.03961664253169449
495,1,0.02,0.001,0.1,49.6,0.01,0.03948433811930747
496,1,0.02,0.001,0.1,49.7,0.01,0.0393522619401455
497,1,0.02,0.001,0.1,49.800000000000004,0.01,0.03922041380320988
498,1,0.02,0.001,0.1,49.900000000000006,0.01,0.03908879351419481
499,1,0.02,0.001,0.1,50.00000000000001,0.01,0.03895740087553962
500,1,0.02,0.001,0.1,50.1,0.01,0.03882623568648245
501,1,0.02,0.001,0.1,50.2,0.01,0.0386952977431117
502,1,0.02,0.001,0.1,50.300000000000004,0.01,0.03856458683842068
503,1,0.02,0.001,0.1,50.400000000000006,0.01,0.03843410276235173
504,1,0.02,0.001,0.1,50.50000000000001,0.01,0.03830384530185296
505,1,0.02,0.001,0.1,50.6,0.01,0.038173814240925544
506,1,0.02,0.001,0.1,50.7,0.01,0.03804400936067087
507,1,0.02,0.001,0.1,50.800000000000004,0.01,0.03791443043934019
508,1,0.02,0.001,0.1,50.900000000000006,0.01,0.0377850772523821
509,1,0.02,0.001,0.1,51.00000000000001,0.01,0.037655949572488814
510,1,0.02,0.001,0.1,51.1,0.01,0.03752704716964406
511,1,0.02,0.001,0.1,51.2,0.01,0.037398369811165545
512,1,0.02,0.001,0.1,51.300000000000004,0.01,0.037269917261753965
513,1,0.02,0.001,0.1,51.400000000000006,0.01,0.0371416892835338
514,1,0.02,0.001,0.1,51.50000000000001,0.01,0.03701368563610111
515,1,0.02,0.001,0.1,51.6,0.01,0.036885906076561385
516,1,0.02,0.001,0.1,51.7,0.01,0.03675835035957902
517,1,0.02,0.001,0.1,51.800000000000004,0.01,0.03663101823741409
518,1,0.02,0.001,0.1,51.900000000000006,0.01,0.03650390945996608
519,1,0.02,0.001,0.1,52.00000000000001,0.01,0.036377023774813735
520,1,0.02,0.001,0.1,52.1,0.01,0.0362503609272595
521,1,0.02,0.001,0.1,52.2,0.01,0.03612392066036403
522,1,0.02,0.001,0.1,52.300000000000004,0.01,0.035997702714988575
523,1,0.02,0.001,0.1,52.400000000000006,0.01,0.035871706829834385
524,1,0.02,0.001,0.1,52.50000000000001,0.01,0.035745932741479886
525,1,0.02,0.001,0.1,52.6,0.01,0.035620380184419126
526,1,0.02,0.001,0.1,52.7,0.01,0.03549504889109904
527,1,0.02,0.001,0.1,52.800000000000004,0.01,0.035369938591956286
528,1,0.02,0.001,0.1,52.900000000000006,0.01,0.035245049015454534
529,1,0.02,0.001,0.1,53.00000000000001,0.01,0.035120379888118766
530,1,0.02,0.001,0.1,53.1,0.01,0.03499593093457326
531,1,0.02,0.001,0.1,53.2,0.01,0.03487170187757302
532,1,0.02,0.001,0.1,53.300000000000004,0.01,0.0347476924380431
533,1,0.02,0.001,0.1,53.400000000000006,0.01,0.03462390233510719
534,1,0.02,0.001,0.1,53.50000000000001,0.01,0.034500331286127145
535,1,0.02,0.001,0.1,53.6,0.01,0.034376979006730826
536,1,0.02,0.001,0.1,53.7,0.01,0.03425384521084858
537,1,0.02,0.001,0.1,53.800000000000004,0.01,0.03413092961074343
538,1,0.02,0.001,0.1,53.900000000000006,0.01,0.03400823191704444
539,1,0.02,0.001,0.1,54.00000000000001,0.01,0.033885751838777595
540,1,0.02,0.001,0.1,54.1,0.01,0.03376348908339752
541,1,0.02,0.001,0.1,54.2,0.01,0.033641443356816826
542,1,0.02,0.001,0.1,54.300000000000004,0.01,0.03351961436343628
543,1,0.02,0.001,0.1,54.400000000000006,0.01,0.03339800180617744
544,1,0.02,0.001,0.1,54.50000000000001,0.01,0.03327660538650937
545,1,0.02,0.001,0.1,54.6,0.01,0.03315542480447909
546,1,0.02,0.001,0.1,54.7,0.01,0.03303445975873756
547,1,0.02,0.001,0.1,54.800000000000004,0.01,0.032913709946573895
548,1,0.02,0.001,0.1,54.900000000000006,0.01,0.03279317506393678
549,1,0.02,0.001,0.1,55.00000000000001,0.01,0.032672854805466736
550,1,0.02,0.001,0.1,55.1,0.01,0.03255274886452045
551,1,0.02,0.001,0.1,55.2,0.01,0.03243285693319926
552,1,0.02,0.001,0.1,55.300000000000004,0.01,0.03231317870237474
553,1,0.02,0.001,0.1,55.400000000000006,0.01,0.0321937138617165
554,1,0.02,0.001,0.1,55.50000000000001,0.01,0.032074462099715983
555,1,0.02,0.001,0.1,55.6,0.01,0.03195542310371291
556,1,0.02,0.001,0.1,55.7,0.01,0.03183659655991967
557,1,0.02,0.001,0.1,55.800000000000004,0.01,0.03171798215344791
558,1,0.02,0.001,0.1,55.900000000000006,0.01,0.03159957956833106
559,1,0.02,0.001,0.1,56.00000000000001,0.01,0.031481388487549375
560,1,0.02,0.001,0.1,56.1,0.01,0.03136340859305421
561,1,0.02,0.001,0.1,56.2,0.01,0.031245639565789584
562,1,0.02,0.001,0.1,56.300000000000004,0.01,0.031128081085718955
563,1,0.02,0.001,0.1,56.400000000000006,0.01,0.031010732831844738
564,1,0.02,0.001,0.1,56.50000000000001,0.01,0.030893594482232504
565,1,0.02,0.001,0.1,56.6,0.01,0.03077666571403212
566,1,0.02,0.001,0.1,56.7,0.01,0.03065994620350113
567,1,0.02,0.001,0.1,56.800000000000004,0.01,0.030543435626026814
568,1,0.02,0.001,0.1,56.900000000000006,0.01,0.030427133656145383
569,1,0.02,0.001,0.1,57.00000000000001,0.01,0.030311039967565588
570,1,0.02,0.001,0.1,57.1,0.01,0.03019515423318741
571,1,0.02,0.001,0.1,57.2,0.01,0.03007947612512323
572,1,0.02,0.001,0.1,57.300000000000004,0.01,0.029964005314720297
573,1,0.02,0.001,0.1,57.400000000000006,0.01,0.029848741472579085
574,1,0.02,0.001,0.1,57.50000000000001,0.01,0.029733684268569992
575,1,0.02,0.001,0.1,57.6,0.01,0.02961883337185935
576,1,0.02,0.001,0.1,57.7,0.01,0.029504188450924687
577,1,0.02,0.001,0.1,57.800000000000004,0.01,0.029389749173571282
578,1,0.02,0.001,0.1,57.900000000000006,0.01,0.029275515206957526
579,1,0.02,0.001,0.1,58.00000000000001,0.01,0.02916148621760753
580,1,0.02,0.001,0.1,58.1,0.01,0.029047661871432706
581,1,0.02,0.001,0.1,58.2,0.01,0.028934041833747454
582,1,0.02,0.001,0.1,58.300000000000004,0.01,0.02882062576929003
583,1,0.02,0.001,0.1,58.400000000000006,0.01,0.028707413342235703
584,1,0.02,0.001,0.1,58.50000000000001,0.01,0.028594404216218953
585,1,0.02,0.001,0.1,58.6,0.01,0.02848159805434582
586,1,0.02,0.001,0.1,58.7,0.01,0.028368994519213528
587,1,0.02,0.001,0.1,58.800000000000004,0.01,0.028256593272928864
588,1,0.02,0.001,0.1,58.900000000000006,0.01,0.028144393977117595
589,1,0.02,0.001,0.1,59.00000000000001,0.01,0.02803239629294915
590,1,0.02,0.001,0.1,59.1,0.01,0.02792059988114773
591,1,0.02,0.001,0.1,59.2,0.01,0.027809004402007453
592,1,0.02,0.001,0.1,59.300000000000004,0.01,0.027697609515410906
593,1,0.02,0.001,0.1,59.400000000000006,0.01,0.02758641488084183
594,1,0.02,0.001,0.1,59.50000000000001,0.01,0.027475420157401887
595,1,0.02,0.001,0.1,59.6,0.01,0.027364625003825038
596,1,0.02,0.001,0.1,59.7,0.01,0.0272540290784914
597,1,0.02,0.001,0.1,59.800000000000004,0.01,0.027143632039442433
598,1,0.02,0.001,0.1,59.900000000000006,0.01,0.027033433544396496
599,1,0.02,0.001,0.1,60.00000000000001,0.01,0.02692343325076034
600,1,0.02,0.001,0.1,0.1,0.2,0.0
601,1,0.02,0.001,0.1,0.2,0.2,0.0
602,1,0.02,0.001,0.1,0.30000000000000004,0.2,0.0
603,1,0.02,0.001,0.1,0.4,0.2,0.0
604,1,0.02,0.001,0.1,0.5,0.2,0.0
605,1,0.02,0.001,0.1,0.6,0.2,0.0
606,1,0.02,0.001,0.1,0.7000000000000001,0.2,0.0
607,1,0.02,0.001,0.1,0.8,0.2,0.0
608,1,0.02,0.001,0.1,0.9,0.2,0.0
609,1,0.02,0.001,0.1,1.0,0.2,0.0
610,1,0.02,0.001,0.1,1.1,0.2,0.0
611,1,0.02,0.001,0.1,1.2000000000000002,0.2,0.0
612,1,0.02,0.001,0.1,1.3000000000000003,0.2,0.0
613,1,0.02,0.001,0.1,1.4000000000000001,0.2,0.0
614,1,0.02,0.001,0.1,1.5000000000000002,0.2,0.0
615,1,0.02,0.001,0.1,1.6,0.2,0.0
616,1,0.02,0.001,0.1,1.7000000000000002,0.2,0.0
617,1,0.02,0.001,0.1,1.8000000000000003,0.2,0.0
618,1,0.02,0.001,0.1,1.9000000000000001,0.2,0.0007194892822783121
619,1,0.02,0.001,0.1,2.0,0.2,0.002171828614729329
620,1,0.02,0.001,0.1,2.1,0.2,0.0036129977313895303
621,1,0.02,0.001,0.1,2.2,0.2,0.005040081466361196
622,1,0.02,0.001,0.1,2.3000000000000003,0.2,0.006450738941744021
623,1,0.02,0.001,0.1,2.4000000000000004,0.2,0.007843096818705368
624,1,0.02,0.001,0.1,2.5000000000000004,0.2,0.00921566459999323
625,1,0.02,0.001,0.1,2.6,0.2,0.010567266877492256
626,1,0.02,0.001,0.1,2.7,0.2,0.011896988724833855
627,1,0.02,0.001,0.1,2.8000000000000003,0.2,0.013204131378248931
628,1,0.02,0.001,0.1,2.9000000000000004,0.2,0.014488176036972437
629,1,0.02,0.001,0.1,3.0000000000000004,0.2,0.015748754121671905
630,1,0.02,0.001,0.1,3.1,0.2,0.016985622706818432
631,1,0.02,0.001,0.1,3.2,0.2,0.018198644126452793
632,1,0.02,0.001,0.1,3.3000000000000003,0.2,0.019387768967680963
633,1,0.02,0.001,0.1,3.4000000000000004,0.2,0.020553021830452364
634,1,0.02,0.001,0.1,3.5000000000000004,0.2,0.021694489358692358
635,1,0.02,0.001,0.1,3.6,0.2,0.022812310146059674
636,1,0.02,0.001,0.1,3.7,0.2,0.02390666619637314
637,1,0.02,0.001,0.1,3.8000000000000003,0.2,0.02497777567918636
638,1,0.02,0.001,0.1,3.9000000000000004,0.2,0.026025886768855748
639,1,0.02,0.001,0.1,4.0,0.2,0.027051272393613927
640,1,0.02,0.001,0.1,4.1,0.2,0.028054225751743544
641,1,0.02,0.001,0.1,4.2,0.2,0.029035056476610352
642,1,0.02,0.001,0.1,4.3,0.2,0.029994087352293086
643,1,0.02,0.001,0.1,4.3999999999999995,0.2,0.03093165149782351
644,1,0.02,0.001,0.1,4.5,0.2,0.03184808995136035
645,1,0.02,0.001,0.1,4.6,0.2,0.03274374959656438
646,1,0.02,0.001,0.1,4.7,0.2,0.03361898138247433
647,1,0.02,0.001,0.1,4.8,0.2,0.034474138795665986
648,1,0.02,0.001,0.1,4.9,0.2,0.03530957654970587
649,1,0.02,0.001,0.1,5.0,0.2,0.036125649462109645
650,1,0.02,0.001,0.1,5.1,0.2,0.036922711493370786
651,1,0.02,0.001,0.1,5.2,0.2,0.03770111492629172
652,1,0.02,0.001,0.1,5.3,0.2,0.038461209666934955
653,1,0.02,0.001,0.1,5.4,0.2,0.039203342651131234
654,1,0.02,0.001,0.1,5.5,0.2,0.0399278573426925
655,1,0.02,0.001,0.1,5.6,0.2,0.04063509331137191
656,1,0.02,0.001,0.1,5.7,0.2,0.04132538588021788
657,1,0.02,0.001,0.1,5.8,0.2,0.041999065833346595
658,1,0.02,0.001,0.1,5.9,0.2,0.04265645917633983
659,1,0.02,0.001,0.1,6.0,0.2,0.043297886942489525
660,1,0.02,0.001,0.1,6.1,0.2,0.0439236650389782
661,1,0.02,0.001,0.1,6.2,0.2,0.0445341041278454
662,1,0.02,0.001,0.1,6.3,0.2,0.0451295095372395
663,1,0.02,0.001,0.1,6.4,0.2,0.04571018119901497
664,1,0.02,0.001,0.1,6.5,0.2,0.04627641360923204
665,1,0.02,0.001,0.1,6.6,0.2,0.04682849580853662
666,1,0.02,0.001,0.1,6.7,0.2,0.0473667113797709
667,1,0.02,0.001,0.1,6.8,0.2,0.047891338460490214
668,1,0.02,0.001,0.1,6.9,0.2,0.04840264976834242
669,1,0.02,0.001,0.1,7.0,0.2,0.048900912637512964
670,1,0.02,0.001,0.1,7.1,0.2,0.04938638906465903
671,1,0.02,0.001,0.1,7.2,0.2,0.04985933576294212
672,1,0.02,0.001,0.1,7.3,0.2,0.05032000422293602
673,1,0.02,0.001,0.1,7.4,0.2,0.05076864077933674
674,1,0.02,0.001,0.1,7.5,0.2,0.05120548668252579
675,1,0.02,0.001,0.1,7.6,0.2,0.05163077817415568
676,1,0.02,0.001,0.1,7.7,0.2,0.052044746566022815
677,1,0.02,0.001,0.1,7.8,0.2,0.05244761832158561
678,1,0.02,0.001,0.1,7.9,0.2,0.052839615139560585
679,1,0.02,0.001,0.1,8.0,0.2,0.05322095403909946
680,1,0.02,0.001,0.1,8.1,0.2,0.053591847446111895
681,1,0.02,0.001,0.1,8.2,0.2,0.05395250328034937
682,1,0.02,0.001,0.1,8.3,0.2,0.0543031250429213
683,1,0.02,0.001,0.1,8.4,0.2,0.054643911903943715
684,1,0.02,0.001,0.1,8.5,0.2,0.054975058790073444
685,1,0.02,0.001,0.1,8.6,0.2,0.05529675647170315
686,1,0.02,0.001,0.1,8.7,0.2,0.05560919164962404
687,1,0.02,0.001,0.1,8.8,0.2,0.05591254704099557
688,1,0.02,0.001,0.1,8.9,0.2,0.056207001464474396
689,1,0.02,0.001,0.1,9.0,0.2,0.05649272992438535
690,1,0.02,0.001,0.1,9.1,0.2,0.05676990369382688
691,1,0.02,0.001,0.1,9.2,0.2,0.05703869039662645
692,1,0.02,0.001,0.1,9.3,0.2,0.057299254088072044
693,1,0.02,0.001,0.1,9.4,0.2,0.057551755334357066
694,1,0.02,0.001,0.1,9.5,0.2,0.05779635129069233
695,1,0.02,0.001,0.1,9.6,0.2,0.05803319577804402
696,1,0.02,0.001,0.1,9.700000000000001,0.2,0.05826243935846828
697,1,0.02,0.001,0.1,9.8,0.2,0.058484229409015494
698,1,0.02,0.001,0.1,9.9,0.2,0.05869871019419479
699,1,0.02,0.001,0.1,10.0,0.2,0.05890602293698238
700,1,0.02,0.001,0.1,10.1,0.2,0.05910630588837199
701,1,0.02,0.001,0.1,10.200000000000001,0.2,0.059299694395465265
702,1,0.02,0.001,0.1,10.3,0.2,0.05948632096810911
703,1,0.02,0.001,0.1,10.4,0.2,0.05966631534408301
704,1,0.02,0.001,0.1,10.5,0.2,0.05983980455284848
705,1,0.02,0.001,0.1,10.6,0.2,0.060006912977874576
706,1,0.02,0.001,0.1,10.700000000000001,0.2,0.06016776241755226
707,1,0.02,0.001,0.1,10.8,0.2,0.06032247214471804
708,1,0.02,0.001,0.1,10.9,0.2,0.060471158964801354
709,1,0.02,0.001,0.1,11.0,0.2,0.060613937272620044
710,1,0.02,0.001,0.1,11.1,0.2,0.06075091910784181
711,1,0.02,0.001,0.1,11.200000000000001,0.2,0.06088221420913753
712,1,0.02,0.001,0.1,11.3,0.2,0.06100793006704466
713,1,0.02,0.001,0.1,11.4,0.2,0.0611281719755722
714,1,0.02,0.001,0.1,11.5,0.2,0.061243043082559914
715,1,0.02,0.001,0.1,11.6,0.2,0.06135264443882942
716,1,0.02,0.001,0.1,11.700000000000001,0.2,0.06145707504614165
717,1,0.02,0.001,0.1,11.8,0.2,0.06155643190399107
718,1,0.02,0.001,0.1,11.9,0.2,0.06165081005525985
719,1,0.02,0.001,0.1,12.0,0.2,0.06174030263075722
720,1,0.02,0.001,0.1,12.1,0.2,0.061825000892668874
721,1,0.02,0.001,0.1,12.200000000000001,0.2,0.06190499427694206
722,1,0.02,0.001,0.1,12.3,0.2,0.06198037043462908
723,1,0.02,0.001,0.1,12.4,0.2,0.06205121527221544
724,1,0.02,0.001,0.1,12.5,0.2,0.06211761299095505
725,1,0.02,0.001,0.1,12.6,0.2,0.062179646125239046
726,1,0.02,0.001,0.1,12.700000000000001,0.2,0.06223739558001637
727,1,0.02,0.001,0.1,12.8,0.2,0.06229094066729553
728,1,0.02,0.001,0.1,12.9,0.2,0.06234035914174579
729,1,0.02,0.001,0.1,13.0,0.2,0.062385727235421976
730,1,0.02,0.001,0.1,13.1,0.2,0.06242711969163248
731,1,0.02,0.001,0.1,13.200000000000001,0.2,0.06246460979797673
732,1,0.02,0.001,0.1,13.3,0.2,0.0624982694185679
733,1,0.02,0.001,0.1,13.4,0.2,0.0625281690254637
734,1,0.02,0.001,0.1,13.5,0.2,0.06255437772932623
735,1,0.02,0.001,0.1,13.6,0.2,0.06257696330932953
736,1,0.02,0.001,0.1,13.700000000000001,0.2,0.06259599224233411
737,1,0.02,0.001,0.1,13.8,0.2,0.06261152973134705
738,1,0.02,0.001,0.1,13.9,0.2,0.06262363973328842
739,1,0.02,0.001,0.1,14.0,0.2,0.0626323849860773
740,1,0.02,0.001,0.1,14.1,0.2,0.06263782703506056
741,1,0.02,0.001,0.1,14.200000000000001,0.2,0.0626400262587969
742,1,0.02,0.001,0.1,14.3,0.2,0.06263904189421585
743,1,0.02,0.001,0.1,14.4,0.2,0.06263493206116583
744,1,0.02,0.001,0.1,14.5,0.2,0.06262775378636873
745,1,0.02,0.001,0.1,14.6,0.2,0.0626175630267963
746,1,0.02,0.001,0.1,14.700000000000001,0.2,0.06260441469248333
747,1,0.02,0.001,0.1,14.8,0.2,0.06258836266878968
748,1,0.02,0.001,0.1,14.9,0.2,0.06256945983813123
749,1,0.02,0.001,0.1,15.0,0.2,0.06254775810118807
750,1,0.02,0.001,0.1,15.1,0.2,0.06252330839760611
751,1,0.02,0.001,0.1,15.200000000000001,0.2,0.062496160726206326
752,1,0.02,0.001,0.1,15.3,0.2,0.06246636416470987
753,1,0.02,0.001,0.1,15.4,0.2,0.06243396688899982
754,1,0.02,0.001,0.1,15.5,0.2,0.06239901619192124
755,1,0.02,0.001,0.1,15.6,0.2,0.06236155850164113
756,1,0.02,0.001,0.1,15.700000000000001,0.2,0.06232163939957326
757,1,0.02,0.001,0.1,15.8,0.2,0.0622793036378836
758,1,0.02,0.001,0.1,15.9,0.2,0.0622345951565814
759,1,0.02,0.001,0.1,16.0,0.2,0.06218755710021508
760,1,0.02,0.001,0.1,16.1,0.2,0.06213823183417531
761,1,0.02,0.001,0.1,16.200000000000003,0.2,0.06208666096061756
762,1,0.02,0.001,0.1,16.3,0.2,0.06203288533401924
763,1,0.02,0.001,0.1,16.400000000000002,0.2,0.06197694507637133
764,1,0.02,0.001,0.1,16.500000000000004,0.2,0.06191887959202383
765,1,0.02,0.001,0.1,16.6,0.2,0.0618587275821844
766,1,0.02,0.001,0.1,16.700000000000003,0.2,0.061796527059088245
767,1,0.02,0.001,0.1,16.8,0.2,0.061732315359839265
768,1,0.02,0.001,0.1,16.900000000000002,0.2,0.06166612915993766
769,1,0.02,0.001,0.1,17.000000000000004,0.2,0.06159800448649849
770,1,0.02,0.001,0.1,17.1,0.2,0.061527976731167944
771,1,0.02,0.001,0.1,17.200000000000003,0.2,0.061456080662748415
772,1,0.02,0.001,0.1,17.3,0.2,0.06138235043953887
773,1,0.02,0.001,0.1,17.400000000000002,0.2,0.06130681962139349
774,1,0.02,0.001,0.1,17.500000000000004,0.2,0.0612295211815122
775,1,0.02,0.001,0.1,17.6,0.2,0.06115048751796609
776,1,0.02,0.001,0.1,17.700000000000003,0.2,0.06106975046496356
777,1,0.02,0.001,0.1,17.8,0.2,0.060987341303867154
778,1,0.02,0.001,0.1,17.900000000000002,0.2,0.060903290773962754
779,1,0.02,0.001,0.1,18.000000000000004,0.2,0.06081762908299341
780,1,0.02,0.001,0.1,18.1,0.2,0.06073038591745536
781,1,0.02,0.001,0.1,18.200000000000003,0.2,0.06064159045267211
782,1,0.02,0.001,0.1,18.3,0.2,0.06055127136264139
783,1,0.02,0.001,0.1,18.400000000000002,0.2,0.060459456829671986
784,1,0.02,0.001,0.1,18.500000000000004,0.2,0.0603661745538033
785,1,0.02,0.001,0.1,18.6,0.2,0.0602714517620249
786,1,0.02,0.001,0.1,18.700000000000003,0.2,0.06017531521729143
787,1,0.02,0.001,0.1,18.8,0.2,0.06007779122734458
788,1,0.02,0.001,0.1,18.900000000000002,0.2,0.059978905653342685
789,1,0.02,0.001,0.1,19.000000000000004,0.2,0.059878683918304074
790,1,0.02,0.001,0.1,19.1,0.2,0.05977715101536904
791,1,0.02,0.001,0.1,19.200000000000003,0.2,0.05967433151588539
792,1,0.02,0.001,0.1,19.300000000000004,0.2,0.059570249577318074
793,1,0.02,0.001,0.1,19.400000000000002,0.2,0.05946492895099363
